ticker,NAICS
ALE,221111
ALB,325211
NTK,333414
ALX,525990
ALR,325412
BAC,522110
USAK,484121
WEC,221111
TSYS,334614
ADBE,334614
DECK,316210
MITT,525990
MDXG,332994
MITK,333316
TOL,236117
RNDY,445110
USAP,324199
BELFB,334416
HBIO,334516
ISSC,541511
HIW,525990
EPZM,325412
STRZA,515210
ATNI,517311
KFY,541612
HIG,524126
ATNY,334413
SLGN,332431
ABC,424210
FTNT,333316
BANR,522110
SIGM,334413
PCYO,221310
BANF,522110
ABT,325412
BANC,522110
CMLS,515111
XON,541713
SCVL,448210
XOM,324110
SSP,515120
NHC,623110
BHB,522110
BHE,334412
CRAY,334111
BHF,524113
TRGP,486210
CRAI,541110
IGTE,541511
EGY,211120
ISSI,334413
ARAY,332994
ARW,423690
XONE,333244
EGN,211120
EGL,541330
RAD,446110
IMPV,334614
RAI,312230
FGL,524113
RAS,525990
THG,524126
STSA,522120
FBNK,522120
CNOB,522110
RVNC,325412
BFS,525990
PHH,522220
LPI,211120
LADR,525990
LPG,483111
FMER,522110
SBNY,522110
MDCA,541810
HIL,541330
OZRK,522110
FLDM,334516
WLTW,524210
ROST,448140
FUR,525990
OCN,522292
NYCB,522120
VLGEA,445110
STAG,525990
PCYG,518210
NVDA,334413
ELRC,532210
STAA,339113
FUL,325520
OCR,446110
CHSP,525990
CEB,541611
PKT,541511
PCYC,325412
SBRA,525990
PHX,211120
HILL,334112
PKD,213111
PKE,334412
PKI,334516
SYMC,334614
IBTX,522110
CSE,522110
CSC,541512
JACK,711110
CSS,323111
VOXX,423690
UNXL,334220
WIFI,485310
ALGT,481111
ALGN,322291
WGO,336213
ARWR,325412
ESCA,339920
ACXM,518210
XNPT,325412
MUR,211120
NE,213111
XLRN,325414
NWBI,522110
NWBO,325412
JBL,334412
CMCO,333120
FCSC,325412
CSBK,522120
SNDK,334112
NUS,424210
MASI,334510
ASC,483111
LORL,334220
DGX,621511
NUE,324199
UNP,482111
DUK,221111
HERO,213111
EHTH,524210
TECD,423430
FSTR,423510
MTOR,336211
UNH,524114
UNM,524113
GBCI,522110
BLUE,325414
ITG,523110
OMI,423450
EGLT,325412
ITC,221111
VIVO,325412
KS,322121
KR,445110
KCLI,524113
ENPH,334413
SWKS,334413
ITT,333914
OTTR,221111
CSLT,518210
ISBC,522120
AAN,532210
AAT,525990
AAP,441310
BIO,334516
JOUT,339920
CYTK,325412
PTLA,325412
BIG,452319
KWK,211120
CYTX,332994
TTPH,325412
AEO,448140
CYTR,325414
BSFT,334614
TIPT,524126
TFX,332994
HOLX,334517
CYBX,334510
TIBX,334614
SLM,522210
SLG,525990
SLB,213112
MCK,424210
MCF,211120
MCD,711110
BDSI,325412
GFN,532210
MCY,524126
GFF,332321
BGC,331318
EXC,221111
BSTC,325412
EXL,525990
CRRC,323117
EXR,525990
EXP,327310
CRRS,561320
VNDA,325412
TCO,525990
VNO,525990
DEPO,325412
PWOD,522110
HPTX,325412
MYRG,237110
DLPH,336211
GPN,312230
EGP,525990
GPC,423120
THO,336213
PNY,221210
TMHC,236117
GPT,525990
MWIV,423450
XLNX,334413
THC,622110
GPS,448140
KODK,325992
KMPR,524126
NMBL,334112
KIN,325412
KIM,525990
EOPN,334614
CRS,324199
CRY,332994
FDO,452319
SYNA,334413
GAIA,512110
SBCF,522110
CRK,211120
SYNT,541511
CRL,541713
CRM,334614
PNFP,522110
WNC,336212
PQ,211120
FANG,211120
AEGR,325412
ABMD,332994
DRIV,423430
PLUS,423430
PB,522110
DRII,721110
AEGN,237110
PE,211120
PL,524113
PM,312230
MKSI,334513
QCOR,325412
S,517311
QCOM,334220
APTV,336211
RP,334614
HLSS,522292
CSGP,312230
RMTI,334510
IPGP,334413
SPRT,518210
RNG,518210
OPY,523110
ICEL,325414
FRSH,711110
RNR,524126
NTCT,541512
ALTR,334614
LCI,325412
DVN,211120
NDLS,711110
ABCB,522110
ABCO,236115
PEGA,518210
FNHC,524126
UMH,525990
OLP,525990
ELGX,332994
JKHY,541512
ANDV,324110
IEX,333914
OCLR,334413
IMGN,325412
IRET,525990
EXAC,322291
FRED,452319
NVEC,334413
RM,522210
BLDR,444110
EXAR,334413
EXAS,541713
HCKT,541611
SMTC,334413
CHRW,488510
UFPT,326140
PLT,334210
NNVC,541713
CDI,561320
CCRN,561320
MTSI,334413
CMCSK,515210
CDR,525990
SAPE,541512
PLL,314999
UFPI,321113
CMCSA,515210
SCAI,621399
MNTA,325414
BXP,525990
MNTX,332410
TBNK,522120
BXC,423310
PTCT,325412
PPC,311615
PPG,325510
MBI,524126
NRIM,522120
GAS,221210
PSX,324110
AMBR,334614
PPL,221111
PPS,525990
SHEN,517311
NGVC,445110
TZOO,541512
AMBA,334413
AMBC,524126
MTZ,237110
JCP,452210
GRPN,541810
NETE,518210
IBOC,522110
MTW,333120
MTH,236117
UEIC,334310
SIVB,522110
MTB,522110
BBRG,711110
TPH,236117
MTG,524126
MTD,334516
AXLL,325211
ARR,525990
CSCD,334514
ARX,334413
ARE,525990
XRAY,339114
ARG,423830
TNGO,334614
ARI,525990
VOCS,334614
SGYP,325412
SSTK,518210
TMP,522110
USCR,327332
BA,336411
BBNK,522110
BH,711110
BK,522110
BV,334614
BP,324110
BR,312230
TIF,448310
AVID,334614
RLOC,541810
NNI,522210
OVAS,325412
ATHN,312230
NNA,483111
AVIV,525990
HSII,541612
SPSC,334614
HSIC,423450
TYL,334614
NAVB,325412
SENEA,311421
NAVG,524126
NAVI,523110
ISCA,711212
BOLT,333132
LOGM,334614
VRSN,541511
VRSK,518210
CINF,524126
TREC,324110
TREE,522310
SQI,334614
KMT,333517
SCOR,312230
GSBC,522110
BSET,337122
OFIX,332994
GLUU,541511
LLY,325412
ROK,334514
ICFI,541611
IDRA,325414
CRVL,524210
OSK,336111
LLL,334220
ROP,334513
ETM,515111
BDC,331318
DHIL,523920
BDN,525990
BERY,326121
CRUS,334413
BDX,332994
ECPG,522210
VOD,517312
ABBV,325412
DWDP,325211
FBIZ,522110
QLYS,334614
OABC,522120
VRX,325412
FOSL,334519
FURX,325412
IDT,517311
IRDM,334290
STAR,525990
TWER,485310
IDA,221111
PMT,525990
QEP,211120
MOSY,334413
BIOL,339114
BIOS,621610
RSYS,333316
PMC,446110
CAKE,711110
VSTM,325412
ZIGO,333314
SKYW,481111
ORLY,441310
MINI,332313
LLTC,334413
CUR,325414
MIND,532210
CUZ,525990
FET,333132
CUB,334514
VTR,525990
OSUR,332994
GCAP,523130
CUI,423690
WIN,517311
CHTR,515210
ARUN,333316
DRNA,325412
SAMG,523920
CIA,524113
NEWM,511110
CIM,525990
BBSI,561320
MSM,423830
MSL,522110
MSI,334220
CIT,522110
MTSC,334514
NEWP,333249
THOR,334510
MSA,322291
DAL,481111
DAN,336211
SRE,221210
ORCL,334614
BPOP,522110
PETS,446110
YORW,221310
YDKN,522110
PETX,325412
TNDM,332994
JCOM,517311
CUBE,525990
VCRA,334290
COKE,312111
THFF,522110
CUBI,522110
CSRA,541512
DWA,512110
AMTG,525990
PLAB,334413
LFVN,325412
MACK,325412
EQIX,525990
QDEL,325412
PSMT,452319
PNRA,711110
ANCX,522120
ENVE,517311
