Ticker,BEA,NAICS,Title
SFBS,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SFE,523,523130,"Securities, commodity contracts, and investments"
SFG,524,524113,Insurance carriers and related activities
SFL,483,483111,Water transportation
SFLY,81,812921,"Other services, except government"
SFNC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SGA,513,515111,Broadcasting and telecommunications
SGEN,325,325414,Chemical products
SGI,334,334111,Computer and electronic products
SGM,521CI,522292,"Federal Reserve banks, credit intermediation, and related activities"
SGMO,325,325414,Chemical products
SGMS,5415,541512,Computer systems design and related services
SGNT,325,325412,Chemical products
SGY,211,211120,Oil and gas extraction
SGYP,325,325412,Chemical products
SHEN,513,517311,Broadcasting and telecommunications
SHLM,325,325211,Chemical products
SHO,721,721110,Accommodation
SHOR,334,334210,Computer and electronic products
SIF,3364OT,336412,Other transportation equipment
SIG,4A0,448310,Other retail
SIGA,325,325412,Chemical products
SIGI,524,524126,Insurance carriers and related activities
SIGM,334,334413,Computer and electronic products
SIR,525,525990,"Funds, trusts, and other financial vehicles"
SIRI,513,515111,Broadcasting and telecommunications
SIRO,339,339114,Miscellaneous manufacturing
SIVB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SJI,22,221210,Utilities
SJM,311FT,311421,Food and beverage and tobacco products
SJW,22,221310,Utilities
SKT,525,525990,"Funds, trusts, and other financial vehicles"
SKUL,334,334310,Computer and electronic products
SKYW,481,481111,Air transportation
SLAB,334,334413,Computer and electronic products
SLB,213,213112,Support activities for mining
SLG,525,525990,"Funds, trusts, and other financial vehicles"
SLGN,332,332431,Fabricated metal products
SLM,521CI,522210,"Federal Reserve banks, credit intermediation, and related activities"
SLXP,325,325412,Chemical products
SM,211,211120,Oil and gas extraction
SMA,322,322291,Paper products
SMCI,334,334111,Computer and electronic products
SMP,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
SMRT,4A0,448140,Other retail
SMTC,334,334413,Computer and electronic products
SN,211,211120,Oil and gas extraction
SNBC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SNCR,5415,541511,Computer systems design and related services
SNDK,334,334112,Computer and electronic products
SNH,525,525990,"Funds, trusts, and other financial vehicles"
SNI,513,515210,Broadcasting and telecommunications
SNMX,5412OP,541713,"Miscellaneous professional, scientific, and technical services"
SNPS,334,334614,Computer and electronic products
SNSS,325,325412,Chemical products
SNV,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SNX,42,423430,Wholesale trade
SO,22,221111,Utilities
SONC,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
SPA,334,334412,Computer and electronic products
SPAR,3361MV,336111,"Motor vehicles, bodies and trailers, and parts"
SPDC,42,423430,Wholesale trade
SPG,525,525990,"Funds, trusts, and other financial vehicles"
SPLK,334,334614,Computer and electronic products
SPN,213,213112,Support activities for mining
SPNC,334,334510,Computer and electronic products
SPNS,334,334614,Computer and electronic products
SPPI,325,325412,Chemical products
SPR,332,332912,Fabricated metal products
SPRT,514,518210,"Data processing, internet publishing, and other information services"
SPSC,334,334614,Computer and electronic products
SPTN,42,424410,Wholesale trade
SPWR,334,334413,Computer and electronic products
SQBK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SQI,334,334614,Computer and electronic products
SQNM,334,334514,Computer and electronic products
SRCE,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SRDX,332,332994,Fabricated metal products
SRE,22,221210,Utilities
SREV,311FT,312230,Food and beverage and tobacco products
SRI,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
SRPT,325,325412,Chemical products
SSI,4A0,448140,Other retail
SSNC,334,334614,Computer and electronic products
SSP,513,515120,Broadcasting and telecommunications
SSTK,514,518210,"Data processing, internet publishing, and other information services"
SSYS,333,333316,Machinery
STAA,339,339113,Miscellaneous manufacturing
STAG,525,525990,"Funds, trusts, and other financial vehicles"
STAR,525,525990,"Funds, trusts, and other financial vehicles"
STBA,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
STBZ,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
STC,524,524127,Insurance carriers and related activities
STE,322,322291,Paper products
STFC,524,524126,Insurance carriers and related activities
STI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
STJ,334,334510,Computer and electronic products
STL,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
STLD,324,324199,Petroleum and coal products
STML,325,325412,Chemical products
STMP,311FT,312230,Food and beverage and tobacco products
STNG,483,483111,Water transportation
STR,22,221210,Utilities
STRT,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
STRZA,513,515210,Broadcasting and telecommunications
STSA,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
STT,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
STWD,525,525990,"Funds, trusts, and other financial vehicles"
STX,334,334112,Computer and electronic products
SUI,525,525990,"Funds, trusts, and other financial vehicles"
SUN,42,424720,Wholesale trade
SUNE,334,334413,Computer and electronic products
SUP,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
SUPN,325,325412,Chemical products
SUPX,334,334413,Computer and electronic products
SUSQ,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SVU,42,424410,Wholesale trade
SWI,334,334614,Computer and electronic products
SWKS,334,334413,Computer and electronic products
SWM,322,322121,Paper products
SWN,211,211120,Oil and gas extraction
SWS,523,523110,"Securities, commodity contracts, and investments"
SWX,22,221210,Utilities
SXC,324,324199,Petroleum and coal products
SYA,524,524113,Insurance carriers and related activities
SYBT,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SYK,332,332994,Fabricated metal products
SYKE,5415,541512,Computer systems design and related services
SYMC,334,334614,Computer and electronic products
SYNA,334,334413,Computer and electronic products
SYNT,5415,541511,Computer systems design and related services
SYX,4A0,454110,Other retail
T,513,517311,Broadcasting and telecommunications
TAP,311FT,311942,Food and beverage and tobacco products
TAST,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
TAT,213,213112,Support activities for mining
TAX,532RL,533110,Rental and leasing services and lessors of intangible assets
TAYC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TBI,561,561320,Administrative and support services
TBNK,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
TBPH,325,325412,Chemical products
TCBI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TCBK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TCO,525,525990,"Funds, trusts, and other financial vehicles"
TDC,334,334111,Computer and electronic products
TDG,332,332912,Fabricated metal products
TDS,513,517311,Broadcasting and telecommunications
TDY,334,334511,Computer and electronic products
TE,22,221111,Utilities
TEAR,332,332994,Fabricated metal products
TECD,42,423430,Wholesale trade
TECH,325,325414,Chemical products
TECUA,333,333415,Machinery
TEG,22,221111,Utilities
TEL,42,423690,Wholesale trade
TEN,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
TER,334,334514,Computer and electronic products
TESO,333,333132,Machinery
TESS,42,423690,Wholesale trade
TEX,332,332439,Fabricated metal products
TFSL,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
TFX,332,332994,Fabricated metal products
TGH,532RL,532210,Rental and leasing services and lessors of intangible assets
TGNA,513,515120,Broadcasting and telecommunications
TGTX,325,325412,Chemical products
THC,622,622110,Hospitals
THFF,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
THG,524,524126,Insurance carriers and related activities
THO,3361MV,336213,"Motor vehicles, bodies and trailers, and parts"
THOR,334,334510,Computer and electronic products
THRM,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
TIBX,334,334614,Computer and electronic products
TIF,4A0,448310,Other retail
TILE,313TT,314110,Textile mills and textile product mills
TIME,511,511120,"Publishing industries, except internet (includes software)"
TIPT,524,524126,Insurance carriers and related activities
TIS,322,322121,Paper products
TIVO,513,515210,Broadcasting and telecommunications
TJX,4A0,448140,Other retail
TK,483,483111,Water transportation
TKR,332,332991,Fabricated metal products
TLMR,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TMH,561,561320,Administrative and support services
TMHC,23,236117,Construction
TMK,524,524113,Insurance carriers and related activities
TMO,334,334514,Computer and electronic products
TMP,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TMUS,513,517312,Broadcasting and telecommunications
TNAV,334,334511,Computer and electronic products
TNDM,332,332994,Fabricated metal products
TNET,311FT,312230,Food and beverage and tobacco products
TNGO,334,334614,Computer and electronic products
TOL,23,236117,Construction
TOWR,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
TPH,23,236117,Construction
TPLM,211,211120,Oil and gas extraction
TPRE,524,524126,Insurance carriers and related activities
TQNT,334,334413,Computer and electronic products
TRAK,5415,541512,Computer systems design and related services
TREC,324,324110,Petroleum and coal products
TREE,521CI,522310,"Federal Reserve banks, credit intermediation, and related activities"
TRGP,486,486210,Pipeline transportation
TRI,511,511120,"Publishing industries, except internet (includes software)"
TRK,711AS,711212,"Performing arts, spectator sports, museums, and related activities"
TRMB,334,334514,Computer and electronic products
TRMK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TRN,333,333914,Machinery
TRR,5412OP,541330,"Miscellaneous professional, scientific, and technical services"
TRST,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TRV,524,524126,Insurance carriers and related activities
TRW,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
TRXC,332,332994,Fabricated metal products
TSC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
TSLA,3361MV,336111,"Motor vehicles, bodies and trailers, and parts"
TSN,311FT,311615,Food and beverage and tobacco products
TSRA,334,334413,Computer and electronic products
TSRE,525,525990,"Funds, trusts, and other financial vehicles"
TSRO,325,325412,Chemical products
TSS,311FT,312230,Food and beverage and tobacco products
TSYS,334,334614,Computer and electronic products
TTC,332,332216,Fabricated metal products
TTEC,561,561320,Administrative and support services
TTEK,5412OP,541330,"Miscellaneous professional, scientific, and technical services"
TTGT,311FT,312230,Food and beverage and tobacco products
TTI,211,211120,Oil and gas extraction
TTMI,334,334412,Computer and electronic products
TTPH,325,325412,Chemical products
TTWO,334,334614,Computer and electronic products
TUP,326,326121,Plastics and rubber products
TW,5412OP,541611,"Miscellaneous professional, scientific, and technical services"
TWC,513,515210,Broadcasting and telecommunications
TWER,485,485310,Transit and ground passenger transportation
TWGP,524,524126,Insurance carriers and related activities
TWI,324,324199,Petroleum and coal products
TWMC,4A0,443142,Other retail
TWO,525,525990,"Funds, trusts, and other financial vehicles"
TWOU,334,334614,Computer and electronic products
TWTC,513,517311,Broadcasting and telecommunications
TWX,513,515210,Broadcasting and telecommunications
TXI,327,327310,Nonmetallic mineral products
TXMD,325,325412,Chemical products
TXN,334,334413,Computer and electronic products
TXRH,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
TXTR,334,334614,Computer and electronic products
TYL,334,334614,Computer and electronic products
TYPE,5415,541511,Computer systems design and related services
TZOO,5415,541512,Computer systems design and related services
UAL,481,481111,Air transportation
UAM,524,524114,Insurance carriers and related activities
UBA,525,525990,"Funds, trusts, and other financial vehicles"
UBNK,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
UBNT,334,334220,Computer and electronic products
UBSH,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
UBSI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
UCBI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
UCFC,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
UCP,23,236117,Construction
UCTT,334,334413,Computer and electronic products
UDR,525,525990,"Funds, trusts, and other financial vehicles"
UEIC,334,334310,Computer and electronic products
UFCS,524,524126,Insurance carriers and related activities
UFPI,321,321113,Wood products
UFPT,326,326140,Plastics and rubber products
UFS,322,322121,Paper products
UGI,22,221210,Utilities
UHS,622,622110,Hospitals
UHT,525,525990,"Funds, trusts, and other financial vehicles"
UIHC,524,524126,Insurance carriers and related activities
UIL,22,221111,Utilities
UIS,5415,541512,Computer systems design and related services
ULTI,334,334614,Computer and electronic products
ULTR,483,483111,Water transportation
UMBF,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
UMH,525,525990,"Funds, trusts, and other financial vehicles"
UMPQ,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
UNFI,42,424410,Wholesale trade
UNH,524,524114,Insurance carriers and related activities
UNIS,332,332994,Fabricated metal products
UNM,524,524113,Insurance carriers and related activities
UNP,482,482111,Rail transportation
UNS,22,221111,Utilities
UNT,211,211120,Oil and gas extraction
UNXL,334,334220,Computer and electronic products
URBN,4A0,448140,Other retail
URI,532RL,532210,Rental and leasing services and lessors of intangible assets
URS,5412OP,541330,"Miscellaneous professional, scientific, and technical services"
USAK,484,484121,Truck transportation
USAP,324,324199,Petroleum and coal products
USB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
USCR,327,327332,Nonmetallic mineral products
USM,513,517312,Broadcasting and telecommunications
USMD,622,622110,Hospitals
USNA,325,325411,Chemical products
UTEK,332,332410,Fabricated metal products
UTHR,325,325412,Chemical products
UTIW,487OS,488510,Other transportation and support activities
UTL,22,221111,Utilities
UTMD,332,332994,Fabricated metal products
UTX,3364OT,336412,Other transportation equipment
UVE,524,524126,Insurance carriers and related activities
UVSP,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
V,311FT,312230,Food and beverage and tobacco products
VAC,ORE,531110,Other real estate
VAL,325,325510,Chemical products
VAR,334,334510,Computer and electronic products
VASC,332,332994,Fabricated metal products
VC,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
VCRA,334,334290,Computer and electronic products
VCYT,621,621511,Ambulatory health care services
VDSI,5415,541512,Computer systems design and related services
VECO,332,332410,Fabricated metal products
VG,513,517311,Broadcasting and telecommunications
VGR,311FT,312230,Food and beverage and tobacco products
VHC,532RL,533110,Rental and leasing services and lessors of intangible assets
VIAB,513,515210,Broadcasting and telecommunications
VIAS,334,334412,Computer and electronic products
VICL,325,325414,Chemical products
VICR,334,334220,Computer and electronic products
VITC,4A0,454110,Other retail
VIVO,325,325412,Chemical products
VLO,324,324110,Petroleum and coal products
VLY,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
VMEM,334,334112,Computer and electronic products
VMW,334,334614,Computer and electronic products
VNDA,325,325412,Chemical products
VNO,525,525990,"Funds, trusts, and other financial vehicles"
VOCS,334,334614,Computer and electronic products
VOD,513,517312,Broadcasting and telecommunications
VOLC,334,334510,Computer and electronic products
VOXX,42,423690,Wholesale trade
VOYA,524,524113,Insurance carriers and related activities
VR,524,524126,Insurance carriers and related activities
VRNS,334,334614,Computer and electronic products
VRNT,5415,541512,Computer systems design and related services
VRSK,514,518210,"Data processing, internet publishing, and other information services"
VRSN,5415,541511,Computer systems design and related services
VRTS,523,523920,"Securities, commodity contracts, and investments"
VRTU,5415,541511,Computer systems design and related services
VRTX,325,325412,Chemical products
VRX,325,325412,Chemical products
VSAR,325,325412,Chemical products
VSAT,334,334220,Computer and electronic products
VSEC,5412OP,541330,"Miscellaneous professional, scientific, and technical services"
VSTM,325,325412,Chemical products
VTL,325,325412,Chemical products
VTNR,324,324110,Petroleum and coal products
VTR,525,525990,"Funds, trusts, and other financial vehicles"
VTSS,334,334413,Computer and electronic products
VVC,22,221210,Utilities
VVI,311FT,312230,Food and beverage and tobacco products
VVUS,325,325412,Chemical products
VZ,513,517311,Broadcasting and telecommunications
WAB,333,333914,Machinery
WABC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WAFD,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WAG,4A0,446110,Other retail
WAGE,311FT,312230,Food and beverage and tobacco products
WAIR,42,423710,Wholesale trade
WAL,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WASH,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WAT,334,334516,Computer and electronic products
WBA,4A0,446110,Other retail
WBC,3361MV,336111,"Motor vehicles, bodies and trailers, and parts"
WBCO,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WBMD,311FT,312230,Food and beverage and tobacco products
WBS,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WCC,42,423610,Wholesale trade
WCG,524,524114,Insurance carriers and related activities
WCIC,23,236117,Construction
WCN,562,562211,Waste management and remediation services
WDAY,514,518210,"Data processing, internet publishing, and other information services"
WDC,334,334112,Computer and electronic products
WDR,523,523110,"Securities, commodity contracts, and investments"
WEC,22,221111,Utilities
WELL,525,525990,"Funds, trusts, and other financial vehicles"
WERN,484,484121,Truck transportation
WETF,523,523110,"Securities, commodity contracts, and investments"
WEX,311FT,312230,Food and beverage and tobacco products
WFC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WGL,22,221210,Utilities
WGO,3361MV,336213,"Motor vehicles, bodies and trailers, and parts"
WHG,523,523920,"Securities, commodity contracts, and investments"
WIBC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WIFI,485,485310,Transit and ground passenger transportation
WIN,513,517311,Broadcasting and telecommunications
WLB,212,212111,"Mining, except oil and gas"
WLH,23,236117,Construction
WLL,211,211120,Oil and gas extraction
WLTW,524,524210,Insurance carriers and related activities
WM,562,562211,Waste management and remediation services
WMB,486,486210,Pipeline transportation
WMC,525,525990,"Funds, trusts, and other financial vehicles"
WMGI,322,322291,Paper products
WNC,3361MV,336212,"Motor vehicles, bodies and trailers, and parts"
WNR,324,324110,Petroleum and coal products
WPP,5412OP,541810,"Miscellaneous professional, scientific, and technical services"
WPX,211,211120,Oil and gas extraction
WR,22,221111,Utilities
WRB,524,524126,Insurance carriers and related activities
WRE,525,525990,"Funds, trusts, and other financial vehicles"
WRES,211,211120,Oil and gas extraction
WRI,525,525990,"Funds, trusts, and other financial vehicles"
WRLD,521CI,522210,"Federal Reserve banks, credit intermediation, and related activities"
WSBC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WSBF,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
WSFS,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WSR,525,525990,"Funds, trusts, and other financial vehicles"
WSTC,311FT,312230,Food and beverage and tobacco products
WSTL,334,334210,Computer and electronic products
WTBA,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WTFC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
WTI,211,211120,Oil and gas extraction
WTM,524,524126,Insurance carriers and related activities
WTR,22,221310,Utilities
WTSL,4A0,448120,Other retail
WU,311FT,312230,Food and beverage and tobacco products
WWE,512,512110,Motion picture and sound recording industries
WY,525,525990,"Funds, trusts, and other financial vehicles"
WYN,721,721110,Accommodation
WYNN,721,721110,Accommodation
X,324,324199,Petroleum and coal products
XCRA,334,334514,Computer and electronic products
XEC,211,211120,Oil and gas extraction
XEL,22,221111,Utilities
XL,524,524126,Insurance carriers and related activities
XLNX,334,334413,Computer and electronic products
XLRN,325,325414,Chemical products
XLS,334,334290,Computer and electronic products
XNCR,325,325412,Chemical products
XNPT,325,325412,Chemical products
XOM,324,324110,Petroleum and coal products
XOMA,325,325412,Chemical products
XON,5412OP,541713,"Miscellaneous professional, scientific, and technical services"
XONE,333,333244,Machinery
XOOM,521CI,522320,"Federal Reserve banks, credit intermediation, and related activities"
XRAY,339,339114,Miscellaneous manufacturing
XRM,313TT,313210,Textile mills and textile product mills
XRX,333,333316,Machinery
XXIA,334,334514,Computer and electronic products
XYL,333,333914,Machinery
Y,524,524126,Insurance carriers and related activities
YDKN,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
YORW,22,221310,Utilities
YRCW,484,484121,Truck transportation
YUM,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
YUME,5412OP,541810,"Miscellaneous professional, scientific, and technical services"
Z,311FT,312230,Food and beverage and tobacco products
ZAZA,211,211120,Oil and gas extraction
ZBH,322,322291,Paper products
ZEN,514,518210,"Data processing, internet publishing, and other information services"
ZEP,325,325612,Chemical products
ZEUS,42,423510,Wholesale trade
ZGNX,325,325412,Chemical products
ZIGO,333,333314,Machinery
ZION,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
ZIOP,325,325412,Chemical products
ZIXI,514,518210,"Data processing, internet publishing, and other information services"
ZLC,4A0,448310,Other retail
ZLTQ,334,334510,Computer and electronic products
ZMH,322,322291,Paper products
ZNGA,514,518210,"Data processing, internet publishing, and other information services"
ZOES,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
ZTS,325,325412,Chemical products
