1.24645,0.0251225,0.0008394,0.0018829,0.0009241,0.0007231,0.0032406,0.0236634,0.0035285,0.0025148,0.0028491,0.002734,0.0009388,0.002345,0.0035334,0.0018527,0.0069094,0.0046188,0.327028,0.0567586,0.020147,0.0117563,0.0077753,0.0011291,0.0290412,0.0130981,0.0009938,0.0018378,0.0021511,0.0012034,0.0013405,0.0010129,0.0012578,0.0016429,0.0011745,0.0006782,0.0004526,0.0021283,0.0008333,0.000777,0.0004718,0.001134,0.0017558,0.0013526,0.0009759,0.0004782,0.0009541,0.0002625,0.0019259,0.0011987,0.0010784,0.0007451,0.0023901,0.0015857,0.002333,0.0024112,0.0117742,0.0025115,0.0072733,0.0108857,0.0096782,0.0040436,0.011691,0.0078081,0.0411929,0.0018052,0.002058,-0.0015991,0.0060463,0.0084401,0.0016282
0.0806809,1.12583,0.0003234,0.0012558,0.0003818,0.0003101,0.0046752,0.165822,0.001933,0.0020492,0.0016998,0.0020202,0.0005753,0.0019043,0.0029319,0.0011888,0.0184378,0.0040121,0.0299818,0.0055246,0.0058375,0.0326396,0.0039146,0.0004347,0.0035046,0.0119116,0.000693,0.0006306,0.0027216,0.0005108,0.0008044,0.0004596,0.003633,0.0006977,0.0007297,0.0003982,0.000434,0.0011963,0.0006021,0.0004824,0.0002942,0.000679,0.0019474,0.0004946,0.0004894,0.0001994,0.0004172,0.0004748,0.0011539,0.0013005,0.000417,0.0002903,0.0008949,0.0005934,0.0009003,0.0010771,0.001808,0.00078,0.0017096,0.0022324,0.0018924,0.0007876,0.0026816,0.0030413,0.0113505,0.0008432,0.0005722,0.0002559,0.0013991,0.0019991,0.0012485
0.0276346,0.0046329,1.08217,0.0187818,0.0056512,0.0852907,0.0176424,0.0114122,0.014539,0.0185781,0.0115657,0.0105996,0.0028097,0.0121147,0.0090371,0.0062167,0.0105702,0.0085086,0.0153694,0.0140094,0.0079837,0.0171595,0.0156573,0.569439,0.0280444,0.0171755,0.0033053,0.0043313,0.0051756,0.0042504,0.0046867,0.0751391,0.0347813,0.0444997,0.0596795,0.0267068,0.0239258,0.0203841,0.0060781,0.0021848,0.0011232,0.0033349,0.0046665,0.0028364,0.0034528,0.0008115,0.0025869,0.001104,0.0114844,0.0040533,0.0021968,0.0017909,0.0039974,0.0038935,0.0068754,0.0140742,0.0080586,0.0042984,0.0067891,0.0066835,0.00543,0.0045756,0.0075884,0.0058848,0.0064325,0.0052183,0.0155125,0.0030558,0.0254846,0.0173188,0.0547019
0.0118115,0.0009599,0.0022511,1.09404,0.0026235,0.0140307,0.0181083,0.0054256,0.111354,0.114371,0.0255278,0.0149185,0.0035059,0.020999,0.0136529,0.0091189,0.009609,0.011386,0.0088158,0.0072335,0.003384,0.016107,0.0038809,0.0048273,0.0099438,0.0085513,0.0009825,0.0013619,0.0015954,0.0012317,0.0016813,0.0016698,0.004956,0.0031391,0.0022097,0.0015398,0.0017252,0.0023206,0.0021211,0.0007018,0.0005304,0.0024796,0.0027698,0.0006869,0.0011922,0.000295,0.000889,0.0010409,0.007238,0.0029093,0.0008237,0.0006464,0.0026701,0.0015652,0.0018632,0.0049922,0.0029623,0.0019206,0.0024084,0.0024429,0.0026525,0.0027618,0.0060569,0.0019738,0.0035732,0.003189,0.0021756,0.0025662,0.0019204,0.0024459,0.0190645
0.0005397,0.0000913,0.0114883,0.0172439,1.01419,0.0011633,0.0006169,0.0003286,0.0020212,0.0021327,0.0008341,0.0005973,0.0001541,0.0006563,0.0005487,0.0003758,0.0004212,0.0003763,0.000398,0.0003361,0.000195,0.0005589,0.0002991,0.0061184,0.0005097,0.0004359,0.0001036,0.0001089,0.0001094,0.0001034,0.0001278,0.0009989,0.0005015,0.0008456,0.0008952,0.0003471,0.0003757,0.0020722,0.0001593,0.0000622,0.0000347,0.0001395,0.0001659,0.0000557,0.000094,0.0000211,0.0000676,0.0000366,0.0002694,0.00013,0.0000556,0.0000441,0.0001631,0.0000978,0.0001398,0.0003417,0.0001616,0.0000992,0.0001436,0.0001339,0.0001406,0.0001301,0.0002146,0.0001238,0.0001752,0.0001476,0.0002629,0.0000923,0.0003389,0.0002471,0.0009682
0.0182235,0.0021181,0.0055352,0.0139525,0.0023979,1.00717,0.0074697,0.0173098,0.0263171,0.0275538,0.0178836,0.0122454,0.0041115,0.0125815,0.012967,0.0089567,0.0139159,0.010302,0.0174552,0.0197226,0.0143611,0.0337208,0.0146062,0.0076506,0.0195661,0.0209901,0.0063012,0.0099233,0.0181106,0.0121686,0.0129463,0.0042495,0.0048331,0.0275289,0.0071861,0.0142801,0.0027456,0.0098866,0.0225054,0.002997,0.0024574,0.0084914,0.0093279,0.0035603,0.0065132,0.0015683,0.0047747,0.0016391,0.0668953,0.0066645,0.0048978,0.0034842,0.0083214,0.0108126,0.007151,0.0117815,0.0383958,0.0086326,0.0135137,0.0179342,0.0131901,0.0114323,0.0189338,0.0165997,0.0143696,0.0123922,0.0049753,0.0038885,0.0198719,0.0125952,0.0095143
0.0148736,0.0022462,0.0224587,0.016705,0.0046541,0.0167583,1.00475,0.008037,0.009328,0.0113712,0.0077182,0.0059791,0.002232,0.0055516,0.0067468,0.0044498,0.0067058,0.0051437,0.0093101,0.0089709,0.0074506,0.0104706,0.0076678,0.0319314,0.0068566,0.0077007,0.0055925,0.0078224,0.0110799,0.0083947,0.0116207,0.0088272,0.0176125,0.0139966,0.0104523,0.0187922,0.0310281,0.0187035,0.013564,0.0024484,0.0022059,0.0084355,0.0080818,0.0063584,0.0073101,0.0015064,0.0055053,0.0382083,0.0778925,0.0061197,0.0052152,0.0029977,0.0076399,0.0074051,0.0060071,0.0069336,0.0132034,0.0075585,0.0085979,0.0143697,0.0131531,0.0102686,0.0119114,0.0114535,0.009569,0.0137246,0.0101211,0.0081128,0.0268781,0.0171081,0.152937
0.0060334,0.0047957,0.0013254,0.0032639,0.0013729,0.0011213,0.0311956,1.26966,0.0074352,0.0077431,0.0056633,0.0078353,0.0022307,0.0074973,0.012386,0.004168,0.123987,0.0121902,0.0057022,0.005364,0.0037596,0.0487497,0.0056627,0.0017514,0.003175,0.0129291,0.00308,0.0022224,0.0049415,0.0019599,0.0032944,0.0013583,0.0261444,0.0022924,0.0028299,0.0015172,0.0019689,0.0034818,0.0024745,0.0013127,0.0013473,0.002852,0.0114554,0.0009959,0.0015441,0.0004237,0.0011404,0.0032497,0.0055096,0.0073892,0.0009457,0.0006791,0.0021225,0.001568,0.0027388,0.0033124,0.0021294,0.0018593,0.0023002,0.0019118,0.0058782,0.0019524,0.0040211,0.00524,0.0070635,0.00253,0.0016339,0.0013951,0.002365,0.0039544,0.0066271
0.0034108,0.0009986,0.0031225,0.0075172,0.0035449,0.001749,0.0428415,0.0189124,1.13233,0.0228617,0.0120838,0.0138511,0.0030314,0.0188554,0.0212921,0.0064444,0.0119504,0.0092534,0.0106573,0.0086806,0.0052358,0.0077879,0.0034058,0.0041196,0.0062506,0.0148145,0.0012539,0.0026839,0.001991,0.0013725,0.0024194,0.001532,0.0029219,0.0026517,0.0024563,0.0018624,0.0022728,0.0028483,0.0022312,0.0008039,0.0005086,0.0042191,0.0080363,0.0010579,0.0015755,0.0004162,0.0011963,0.0020331,0.0049197,0.0031092,0.001001,0.0008583,0.0044553,0.0018823,0.003066,0.0048419,0.0025986,0.0032734,0.003997,0.0029805,0.003647,0.0017654,0.0039298,0.0022294,0.0089697,0.0038044,0.0021612,0.0018984,0.0025598,0.002612,0.0153016
0.0106628,0.0033459,0.0138391,0.0207642,0.0118255,0.0037311,0.02931,0.0236695,0.0228778,1.37636,0.273144,0.148462,0.0336442,0.215585,0.123724,0.0851802,0.0772069,0.102732,0.0218553,0.0161623,0.0100542,0.0253315,0.0126306,0.0093861,0.0096608,0.0275033,0.0030755,0.0043091,0.0038009,0.0029067,0.0043868,0.0045647,0.0263762,0.0136131,0.010157,0.0053773,0.0111905,0.0101323,0.0067761,0.0024858,0.0012728,0.0120473,0.009623,0.0018735,0.0030061,0.0008071,0.0023069,0.0017617,0.0087764,0.0086603,0.0021555,0.0024379,0.0071215,0.004306,0.006503,0.0329081,0.0067058,0.0049249,0.006427,0.0050679,0.0073515,0.0035434,0.0086131,0.0049652,0.0091591,0.0135305,0.0153658,0.0037134,0.0064652,0.0051336,0.0162074
